title,description,salary_min_net,salary_max_net,skills_required,location,experience_range,source_url
Плотник 4 разряда,"Выполнение сложных плотничных и опалубочных работ, рубки наружных стен из бревен и сборка домов из бревен и брусьев, изготовление клееных конструкций, сборка и установка подвесных стропил и стропильных ферм, устройство световых фонарей,устройство и разборка лесов, изготовление и сборка деревянных копр.
Образование: Среднее профессиональное образование. Опыт: 1",67733,77502,СП,Ямало-Ненецкий АО,1 лет,https://trudvsem.ru/vacancy/card/46e5dac0-cb6f-11ec-83cc-d768660431c4/eca74778-3716-11f1-8545-c53e91957a2c
Уборщик служебных помещений,"Уборка служебных помещений, поддержание в надлежащем санитарном состоянии
Образование: Tребования не предъявляются. Работа на Бованенковском НГКМ, Харасавэйском ГКМ, вакансия с 01.04.2024",71466,75040,СП,Ямало-Ненецкий АО,0 лет,https://trudvsem.ru/vacancy/card/46e5dac0-cb6f-11ec-83cc-d768660431c4/d799f2e8-3709-11f1-baf9-5bf979b29a8e
Уборщик служебных помещений,"Уборка служебных помещений, поддержание в надлежащем санитарном состоянии
Образование: Tребования не предъявляются. Работа на Бованенковском НГКМ, Харасавэйском ГКМ, вакансия с 01.04.2024",71466,75040,СП,Ямало-Ненецкий АО,0 лет,https://trudvsem.ru/vacancy/card/46e5dac0-cb6f-11ec-83cc-d768660431c4/d1e926a8-3708-11f1-8545-c53e91957a2c
Рабочий по благоустройству населенных пунктов,"Производит уборку территории поселка от мусора. Осуществляет сгребание и откидывание мусора. Подметает мусор, сухую траву, листья. Осуществляет посадку и полив цветочной рассады, саженцев деревьев и кустарников, полив газонов и клумб. Выполняет иные поручения своего непосредственного руководителя.
Образование: Tребования не предъявляются",35221,35221,"КТ, СП, ОТК","ом, Ямало-Ненецкий АО",0 лет,https://trudvsem.ru/vacancy/card/1228900000163/6a30c039-4eab-11f1-a2b0-cf2f16d3d048
Облицовщик-плиточник,"Заполнение раствором швов между плитками. Натягивание и обмазка металлической сетки раствором. Устройство выравнивающего слоя. Разборка плиток облицованных поверхностей. Облицовка полов плитами из литого камня. Провешивание и отбивка маячных линий под облицовку прямолинейных поверхностей. Облицовка потолков и криволинейных поверхностей.
Образование: Среднее профессиональное образование. Опыт: 5. Отдел ГКУ ЦЗН ЯНАО в г. Новый Уренгой",115000,115000,"ремонт, строительство",Новый Уренгой,5 лет,https://trudvsem.ru/vacancy/card/1127746432747/fe16b078-4eab-11f1-a2b0-cf2f16d3d048
дворник 1 разряда,"Уборка территории: Подметание дворов, тротуаров, дорожек и других участков. Сбор и вынос мусора, сухой травы и листьев. Обслуживание территории: Полив газонов, клумб и дорожек. Мелкий ремонт: Выполнение мелкого текущего ремонта мебели, инвентаря и оборудования (если это не связано с вредными или опасными условиями). Соблюдение санитарных норм: Промывка урн и их очистка от мусора. Соблюдение правил безопасности: Строгое следование правилам техники безопасности и противопожарной защиты. Немедленное уведомление руководства о любых неисправностях или опасных ситуациях. Прохождение инструктажей по охране труда и технике безопасности.
Образование: Общее образование",33867,33867,"КТ, ремонт, СП",Новый Уренгой,0 лет,https://trudvsem.ru/vacancy/card/1028900621485/821f6700-4eb1-11f1-a502-f17e9abd8b94
Монтажник санитарно-технических систем и оборудования,"Установка, ремонт и осуществление технического обслуживания трубопроводных систем, стоков, сливов, протоков и сопутствующей арматуры, и приспособлений для воды, газа, нечистот, сточных вод, систем отопления.
Образование: Среднее профессиональное образование. Опыт: 5. Отдел ГКУ ЦЗН ЯНАО в г. Новый Уренгой",130000,130000,"монтаж, ремонт, строительство, СП",Новый Уренгой,5 лет,https://trudvsem.ru/vacancy/card/1127746432747/d3171808-4eb1-11f1-a502-f17e9abd8b94
Кухонный рабочий,"Мытье посуды и уборка Мытье полов Чистка овощей
Образование: Среднее профессиональное образование",60000,70000,,Ноябрьск,0 лет,https://trudvsem.ru/vacancy/card/1127747160793/3488a788-d418-11f0-95a5-b982dbc00f11
Жиловщик мяса,"На производство требуется жиловщик мяса Обязанности: Разделка на куски установленного размера Отделение сухожилий, пленок, крупных кровеносных сосудов, жира, остатков костей и хрящей Сортировать мясо по сортам согласно нормативам и сменным заданиям Упаковывать обработанные продукты, жир, хрящи, сухожилия, пленки и отходы Подготавливать рабочее место и обеспечивать его материалами
Образование: Среднее профессиональное образование. Опыт: 1",65000,70000,"КТ, СП",Ноябрьск,1 лет,https://trudvsem.ru/vacancy/card/1127747160793/20c18ca0-01c0-11f1-8523-db81a59d8cd5
Повар в столовую,"Приготовление первых и вторых блюд. Санитарная обработка помещения. Строгое соблюдение технологии приготовления пищи и норм закладки сырья. Знание и соблюдение санитарных правил. Содержание рабочего места и оборудования в чистоте. Соблюдение гигиенических требований и требований охраны труда.
Образование: Среднее профессиональное образование. Опыт: 1",60000,80000,"ГОСТ, ОТК",Ноябрьск,1 лет,https://trudvsem.ru/vacancy/card/1127747160793/454f4448-897f-11f0-ad15-efc3bb2eec02
Продавец продовольственных товаров,"Требования:;- консультация и продажа;- прием денежных-средств;- ведение и учет кассовых документов;- обеспечение сохранности денежных средств,- обеспечение кассовой дисциплины;- навыки организаторской работы;- навыки работы с оргтехникой.Обязанности:- прием, фасовка, упаковка, маркировка продукции;- подготовка сырья и полуфабрикатов для производства;- выкладка готовой продукции на витрине, поддержание ассортимента;- санитарная обработка витрин, оборудования;- отслеживание сроков реализации продукции, остатков;- отчетность.
Образование: Среднее профессиональное образование. Опыт: 1. Работа в магазине г. Ноябрьск",50000,60000,"кладка, СП, ОТК",Ноябрьск,1 лет,https://trudvsem.ru/vacancy/card/1127747160793/e9cbac28-897a-11f0-ad15-efc3bb2eec02
Обвальщик мяса,"Обвaлкa туш, полутуш, четвертин, чаcтей туши. Oтделeние мышечнoй, жировoй и сoeдинитeльнoй ткaней от костeй пpи обвaлкe обрубoв; Paботa с тexнолoгичеcкими кapтaми;
Образование: Среднее профессиональное образование. Опыт: 1",60000,60000,,Ноябрьск,1 лет,https://trudvsem.ru/vacancy/card/1127747160793/0961acf8-e779-11ef-a141-cb26dff57dd7
Коптильщик мяса,"- Копчение мяса в коптильном цеху; - Тeрмичecкая oбpаботка колбаcныx изделий и мясoпpодуктов; Вeдeниe прoцecсов обжарки, варки, копчения, запекания мясных изделий; Обеспечение выполнения технологических режимов по заданной программе;
Образование: Среднее профессиональное образование. Опыт: 1",60000,70000,"КТ, СП, ОТК",Ноябрьск,1 лет,https://trudvsem.ru/vacancy/card/1127747160793/a5860108-897f-11f0-ad15-efc3bb2eec02
уборщик служебных помещений,"уборщик служебных помещений убирает закрепленные за ним служебные и учебные помещения школы (классы, кабинеты, коридоры, лестницы и пр.); удаляет пыль, подметает, моет стены, полы, оконные рамы и стекла, мебель, парты; очищает урны от бумаги и промывает их, собирает мусор и относит его в установленное место; соблюдает правила техники безопасности и противопожарной безопасности
Образование: Tребования не предъявляются",67732,67732,,Новый Уренгой,0 лет,https://trudvsem.ru/vacancy/card/1028900626370/6d5dfc9b-4eb1-11f1-9112-eb3b2f9245e3
Специалист по охране труда,"Контроль за соблюдением законодательных и нормативно-правовых актов и техники безопасности; Проведение инструктажа по охране труда, участие в мероприятиях, направленных на предупреждение профессиональных заболеваний и несчастных случаев; Сертификация рабочих мест и производственного оборудования в соответствии с требованиями; Участие в проверках и осмотре технического состояния сооружений, оборудования, машин и механизмов и контроль своевременного проведения технического освидетельствования; Ведение необходимой отчетности.
Образование: Высшее образование — бакалавриат. Опыт: 5. Отдел ГКУ ЦЗН ЯНАО в г. Новый Уренгой",140000,140000,"КТ, ремонт, строительство, СП",Новый Уренгой,5 лет,https://trudvsem.ru/vacancy/card/1127746432747/65b5d7b8-4eb1-11f1-9112-eb3b2f9245e3
Помощник организатора мероприятий,"Навыки организации мероприятий, написание сценариев мероприятий, подготовка писем-приглашений, писем о сотрудничестве и т.д.
Образование: Tребования не предъявляются",77800,77800,,Тарко-Сале,0 лет,https://trudvsem.ru/vacancy/card/323890100006300/70454dcb-4ea0-11f1-a2b0-cf2f16d3d048
Водитель автомобиля грузового/специального,"управление автомобилем при оказании услуг самосвальной и грузоперевозящей техникой (седельные тягачи), вахтовыми автобусами повышенной проходимости
Образование: Общее образование. Опыт: 3",76000,76000,"СП, логистика, ВЭД",Муравленко,3 лет,https://trudvsem.ru/vacancy/card/1038901061055/3cfbbd18-4ea4-11f1-a2b0-cf2f16d3d048
Электросварщик ручной сварки,"Умение разбираться в электротехнике и методах плавления металлов. Умение разбираться в характеристике газов, используемых для антиокисления. Умение разбираться в способах и основах функционирования применяемых аппаратов и установок.
Образование: Среднее профессиональное образование. Опыт: 5. Отдел ГКУ ЦЗН ЯНАО в г. Новый Уренгой",165000,165000,"КТ, ремонт, строительство, СП",Новый Уренгой,5 лет,https://trudvsem.ru/vacancy/card/1127746432747/18acfbc8-4eab-11f1-97f3-f7576f65caec
слесарь-ремонтник,"Несложный ремонт электроинструментов по мере необходимости
Образование: Tребования не предъявляются. Опыт: 1",13600,13600,"КТ, ремонт",Муравленко,1 лет,https://trudvsem.ru/vacancy/card/1075914000360/403aa048-4ac6-11f1-8792-db038e2b6f74
Инженер,"Выполняет с использованием средств вычислительной техники, коммуникаций и связи работы в области научно-технической деятельности по проектированию, строительству, информационному обслуживанию, организации производства, труда и управления, метрологическому обеспечению, техническому контролю. Разрабатывает методические и нормативные документы, техническую документацию, а также предложения и мероприятия по осуществлению разработанных проектов и программ. Проводит технико-экономический анализ, комплексно обосновывает принимаемые и реализуемые решения, изыскивает возможности сокращения цикла выполнения работ (услуг), содействует подготовке процесса их выполнения, обеспечению подразделений предприятия необходимыми техническими данными, документами, материалами, оборудованием. Участвует в работах по исследованию, разработке проектов и программ предприятия (подразделений предприятия) в проведении мероприятий, связанных с испытаниями оборудования и внедрением его в эксплуатацию.
Образование: Высшее образование — бакалавриат. Опыт: 5. Отдел ГКУ ЦЗН ЯНАО в г. Новый Уренгой",170000,170000,"КТ, ремонт, строительство, СП, ОТК",Новый Уренгой,5 лет,https://trudvsem.ru/vacancy/card/1127746432747/d2a479b8-4ea9-11f1-97f3-f7576f65caec
Помощник вожатого,"Навыки работы с детьми
Образование: Tребования не предъявляются",38900,38900,,Тарко-Сале,0 лет,https://trudvsem.ru/vacancy/card/323890100006300/84342f7e-4eac-11f1-88a4-b78620eb28ba
Документовед,"- Разработка и внедрение локальных нормативных актов в области управления документами учреждения, организация документирования деятельности в учреждении, организация документооборота в учреждении. Проектирование, внедрение и развитие системы электронного документооборота. - Осуществление информационно-справочной работы с документами учреждения. - Осуществление контроля процесса и сроков исполнения документов в учреждении: - Контролирует комплектование документов в дела и организует их хранение в подразделениях организации. - Составляет, ведёт номенклатуру дел организации и итоговые записи к ней. - Проверяет данные о сохранности созданных в учреждении документов на различных носителях. - Контролирует выдачу в оперативное пользование документов учреждения и их возврата. - Проводит экспертизы ценности документов в составе экспертной комиссии учреждения. - Предоставляет документы или их скан-копии для ответов на запросы подразделений учреждения и федеральных органов исполнительной власти. -Соблюдает правила эксплуатации системы обслуживания и допуска в учреждение, а также электронных ключей. - Отправляет и получает почтовые отправления, адресованные МБУ ДО СШ Олимп в отделении связи Почта России и подписывает все документы необходимые для выполнения данного поручения. Получает корреспонденцию.
Образование: Высшее образование — бакалавриат. Опыт: 1",67773,67773,"МИС, КТ, проектирование, СП, ОТК",Губкинский,1 лет,https://trudvsem.ru/vacancy/card/1028900898290/8c8214d1-4ead-11f1-83d8-81da717edaeb
Диспетчер,"Контролирует обеспеченность подразделений предприятия необходимыми материалами, конструкциями, комплектующими изделиями, оборудованием, а также транспортом и погрузочно-разгрузочными средствами; Осуществляет оперативный контроль за ходом производства, обеспечивая максимальное использование производственных мощностей, ритмичное и бесперебойное движение незавершенного производства, сдачу готовой продукции, выполнение работ (услуг), складских и погрузочно-разгрузочных операций по установленным графикам; Обеспечивает соблюдение установленных норм заделов на участках и в цехах, размеров партий запусков и сроков их подач; Принимает меры по предупреждению и устранению нарушений хода производства, привлекая, при необходимости, соответствующие службы предприятия; Выявляет резервы производства по установлению наиболее рациональных режимов работы технологического оборудования, более полной и равномерной загрузке оборудования и производственных площадей.
Образование: Высшее образование — бакалавриат. Опыт: 5. Отдел ГКУ ЦЗН ЯНАО в г. Новый Уренгой",100000,100000,"КТ, ремонт, строительство, СП",Новый Уренгой,5 лет,https://trudvsem.ru/vacancy/card/1127746432747/89215a68-4ea9-11f1-a2b0-cf2f16d3d048
уборщик служебных помещений,"уборщик служебных помещений убирает закрепленные за ним служебные и учебные помещения школы (классы, кабинеты, коридоры, лестницы и пр.); удаляет пыль, подметает, моет стены, полы, оконные рамы и стекла, мебель, парты; очищает урны от бумаги и промывает их, собирает мусор и относит его в установленное место; соблюдает правила техники безопасности и противопожарной безопасности
Образование: Tребования не предъявляются",67732,67732,,Новый Уренгой,0 лет,https://trudvsem.ru/vacancy/card/1028900626370/651ac9db-4ea9-11f1-88a4-b78620eb28ba
Плотник,"Основной задачей плотника является выполнение простых плотничных и среднесложных работ. Выполнение сборки стендов из ДСП, распиловки и способы заготовки прямолинейных щитов. Способы устройства дощатых настилов, перегородок. Способы приготовления антисептических и огнезащитных составов. Основные свойства материалов, технологический процесс выполняемой работы. Правила технической эксплуатации и ухода за оборудованием, приспособлениями и инструментом, при помощи которых он работает или которые обслуживает, причины возникновения неполадок текущего характера при производстве работ и методы их устранения. Выполнение плотничных и опалубочных работ средней сложности.
Образование: Среднее профессиональное образование. Опыт: 5. Отдел ГКУ ЦЗН ЯНАО в г. Новый Уренгой",130000,130000,"КТ, ремонт, строительство, СП",Новый Уренгой,5 лет,https://trudvsem.ru/vacancy/card/1127746432747/cc057ce8-4ea8-11f1-a2b0-cf2f16d3d048
Начальник участка (в строительстве),"Осуществляет руководство производственно-хозяйственной деятельностью участка. Обеспечивает выполнение производственных заданий, поставленных перед участком, и выпуск продукции согласно установленным планам. Проводит работу по предупреждению брака и следит за соблюдением установленных нормативов качества, предъявляемых к выпускаемой продукции. Организует текущее производственное планирование, учет, составление и своевременное предоставление отчетности о производственной деятельности участка. Обеспечивает технически правильную эксплуатацию оборудования и других основных средств, выполнение графиков их ремонта. Координирует работу мастеров, рабочих участка и других подчиненных сотрудников. Участвует в подборе кадров рабочих и служащих, организует их расстановку на участке. Контролирует соблюдение работниками правил и норм охраны труда и техники безопасности, производственной и трудовой дисциплины, правил внутреннего трудового распорядка.
Образование: Высшее образование — бакалавриат. Опыт: 5. Отдел ГКУ ЦЗН ЯНАО в г. Новый Уренгой",230000,230000,"ремонт, строительство, СП",Новый Уренгой,5 лет,https://trudvsem.ru/vacancy/card/1127746432747/770d5238-4ea8-11f1-88a4-b78620eb28ba
Маляр,"Выполнение работ при окрашивании, оклеивании и ремонте поверхностей. Очистка поверхностей шпателями, скребками, щетками и т.д. Сглаживание поверхностей и другие обязанности согласно должностной инструкции.
Образование: Среднее профессиональное образование. Опыт: 5. Отдел ГКУ ЦЗН ЯНАО в г. Новый Уренгой",130000,130000,"ремонт, строительство",Новый Уренгой,5 лет,https://trudvsem.ru/vacancy/card/1127746432747/8de20908-4ea4-11f1-a2b0-cf2f16d3d048
"Монтажник систем вентиляции, кондиционирования воздуха, пневмотранспорта и аспирации","Организация рабочего места в соответствии с заданием и требованиями безопасности при выполнении данной работы. Подборка инструментов, оборудования и материалов, необходимых для выполнения задания, полученного от мастера на смену. Выполнение эскизов и монтажных схем. Производство замеров с натуры. Разбивка осей установки воздуховодных систем и оборудования. Монтаж кондиционеров всех типов со сборкой секций, камер и узлов из отдельных деталей. Монтаж приточных камер и особо сложных воздуховодных систем. Монтаж вентиляторов N 6,5. Монтаж циклонов, скрубберов, рулонных и рукавных фильтров. Проверка работы и регулирование смонтированных систем и оборудования. Балансировка вентиляторов с проверкой на ходу. Разметка сложных переходов для изготовления по месту. Проведение аэродинамических испытаний воздуховодных систем. При необходимости выполнение работ, предусмотренных рабочими инструкциями монтажника систем вентиляции и кондиционирования воздуха более низкой квалификации. Уборка рабочего места, приспособлений, инструментов, а также содержание их в надлежащем состоянии.
Образование: Среднее профессиональное образование. Опыт: 5. Отдел ГКУ ЦЗН ЯНАО в г. Новый Уренгой",130000,130000,"монтаж, ПИР, ремонт, строительство, СП",Новый Уренгой,5 лет,https://trudvsem.ru/vacancy/card/1127746432747/e90a3788-4ea4-11f1-97f3-f7576f65caec
Менеджер по персоналу,"Оформляет прием, перевод, увольнение работников. Ведет персонифицированный кадровый учет работников филиала. Оформляет все виды отпусков работников. Подготавливает и отправляет отчетную информацию СЗВ-ТД, СЗВ-СТАЖ с помощью СКБ Контур-Экстерн. Осуществляет работу с программным обеспечением 1С Зарплата и кадры государственного учреждения 3.1 . Ведет воинский учет и бронирование граждан, находящихся в запасе.
Образование: Высшее образование — бакалавриат. Опыт: 2",79158,89052,"1С, СП, воинский учет",Надым,2 лет,https://trudvsem.ru/vacancy/card/d97edb30-c4ce-11ed-a5f0-91f5d381286a/78b04d7e-4ea0-11f1-88a4-b78620eb28ba
Мастер (в строительстве),"Обеспечивает качественный и своевременный ремонт технологического оборудования в соответствии с графиком планово-предупредительного ремонта. Способствует внедрению высокоэффективных ремонтных приспособлений, механизации трудоемких процессов. Осуществляет контроль за исправным состоянием и правильной эксплуатацией оборудования, инструмента, приспособлений, коммуникаций, производственного инвентаря, индивидуальных средств защиты, а также за правильным ведением работ, соблюдением работниками производственных инструкций и правил по охране труда.
Образование: Высшее образование — бакалавриат. Опыт: 5. Отдел ГКУ ЦЗН ЯНАО в г. Новый Уренгой",150000,150000,"КТ, ремонт, строительство, СП",Новый Уренгой,5 лет,https://trudvsem.ru/vacancy/card/1127746432747/751ac9a8-4eab-11f1-97f3-f7576f65caec
Педагог дополнительного образования,"Предметное обучение: физика; Осуществляет профессиональную деятельность в соответствии с требованиями ФГОС и ФОП основного и среднего общего образования; Разрабатывает и реализует рабочие программы по физике на основе Федеральной рабочей программы (ФРП) соответствующего уровня общего образования.
Образование: Высшее образование — бакалавриат. Опыт: 1",83000,120000,ФГОС,Новый Уренгой,1 лет,https://trudvsem.ru/vacancy/card/1028900631902/0f681a00-4eaf-11f1-83d8-81da717edaeb
Педагог дополнительного образования по направлению анализ больших данных,"Педагогическая деятельность по реализации образовательных программ основного и среднего общего образования; Применение антивирусных программ; Изучение кибербезопасности посредством поиска и обработки информации в сети Интернет, получение навыков по планированию и проведению исследований интернет-пространства, выявление и систематизация информационных поводов.
Образование: Высшее образование — бакалавриат. Опыт: 1",83000,120000,ОТК,Новый Уренгой,1 лет,https://trudvsem.ru/vacancy/card/1028900631902/d4582ae8-4eae-11f1-9112-eb3b2f9245e3
Педагог дополнительного образования по направлению АЭРО,"Педагогическая деятельность по реализации образовательных программ основного и среднего общего образования; Проектирование, изготовление и настройка беспилотных летательных аппаратов; Собирать квадрокоптер и управлять им, навыки работы с чертежами, слесарно-столярным инструментом.
Образование: Высшее образование — бакалавриат. Опыт: 1",83000,120000,"КТ, проектирование, СП",Новый Уренгой,1 лет,https://trudvsem.ru/vacancy/card/1028900631902/73da7a18-4eae-11f1-83d8-81da717edaeb
Звукооператор,"1. Обеспечивает высокий художественный уровень и техническое качество звука. 2. Участвует в создании сценария мероприятий. 3. Осуществляет звуковое и шумовое оформление мероприятий. 4. Участвует в просмотрах и репетициях мероприятий. 5. Руководит процессом монтажа звуковых записей.
Образование: Среднее профессиональное образование. Опыт: 3",71749,71749,"монтаж, СП",Салехард,3 лет,https://trudvsem.ru/vacancy/card/1028900508405/e60aa968-24f2-11f1-bf4d-d51024d60109
Педагог-психолог,"Сохранение психического, соматического и социального благополучия обучающихся в процессе воспитания и обучения. Содействие охране прав обучающихся в соответствии с Конвенцией о правах ребёнка и законодательством РФ. Гармонизация и стабилизация микроклимата гимназии, а также профилактика возникновения социальной дезадаптации. Определение факторов, препятствующих развитию личности обучающихся, и принятие мер по оказанию им психологической помощи (психокоррекционной, реабилитационной и консультативной). Проведение индивидуальной работы с обучающимися группы риска, определение степени отклонений в их развитии и проведение психолого-педагогической коррекции. Работа с обучающимися, состоящими на профилактических учётах: анализ причин совершения правонарушений, изучение личности обучающихся, совершивших правонарушение, и т. д.. Проведение консультаций для обучающихся, родителей (законных представителей), педагогического коллектива с целью решения конкретных психолого-педагогических проблем. Проведение психологической диагностики с использованием современных образовательных технологий, включая информационные и цифровые образовательные ресурсы. Составление психолого-педагогических заключений по материалам исследовательских работ с целью ориентации преподавательского коллектива и родителей в проблемах личностного и социального развития обучающихся. Ведение документации по установленной форме и использование её исключительно в профессиональных целях. Участие в планировании и разработке развивающих и коррекционных программ образовательной деятельности с учётом индивидуальных и половозрастных особенностей обучающихся. Участие в формировании психологической культуры обучающихся, педагогических работников и родителей (законных представителей), в том числе и культуры полового воспитания. Консультирование работников гимназии по вопросам практического применения психологии, ориентированной на повышение социально-психологической компетентности обучающихся, педагогических работников, родителей. Участие в работе педагогических, методических советов, других формах методической работы, в подготовке и проведении родительских собраний, оздоровительных, воспитательных и других мероприятий, предусмотренных образовательной программой. Выполнение правил и норм охраны труда, техники безопасности и противопожарной защиты. Внесение предложений по улучшению и оздоровлению условий проведения образовательного процесса. Соблюдение этических норм поведения в школе, быту, общественных местах, соответствующих общественному положению педагога. Выполнение правил внутреннего трудового распорядка образовательного учреждения.
Образование: Высшее образование — специалитет, магистратура",75725,75725,"МИС, КТ, СП, ОТК",Салехард,0 лет,https://trudvsem.ru/vacancy/card/1028900508405/40cac218-c5ce-11f0-9db8-19767f952e75
Учитель (по предмету физическая культура и ОБЗР) с 01.09.2026,"Обучение и воспитание обучающихся с учетом их психолого-физиологических особенностей и специфики преподаваемого предмета. Планирование, организация и проведение досуговых мероприятий с учетом возрастных особенностей, особенностей объединения/группы и отдельных обучающихся, специфики инклюзивного подхода в образовании (при его реализации).
Образование: Высшее образование — специалитет, магистратура. Опыт: 3",98520,115654,СП,Салехард,3 лет,https://trudvsem.ru/vacancy/card/1028900508405/eb302b10-1e9c-11f1-9ac8-d164183f71d4
"Учитель (по предмету ""математика"") с 01.09.2026","Обучение и воспитание обучающихся с учетом их психолого-физиологических особенностей и специфики преподаваемого предмета. Планирование, организация и проведение досуговых мероприятий с учетом возрастных особенностей, особенностей объединения/группы и отдельных обучающихся, специфики инклюзивного подхода в образовании (при его реализации).
Образование: Высшее образование — специалитет, магистратура. Опыт: 3",98520,102804,СП,Салехард,3 лет,https://trudvsem.ru/vacancy/card/1028900508405/0c3d4730-1e9c-11f1-a132-1bfbe2e9d3d5
Методист,"Организация методической работы,руководство этой работой и контроль ее выполнения
Образование: Высшее образование — бакалавриат",75725,75725,,Салехард,0 лет,https://trudvsem.ru/vacancy/card/1028900508405/3b2850c9-e234-11f0-a6fd-690b9f9d74c0
"Электроник (0,25 ставки)","1. Осуществление работ по техническому обеспечению информатизации гимназии: - создание и развитие гимназической локальной сети, охватывающей все подразделения гимназии; - выполнение работ по обслуживанию, ремонту, усовершенствованию технических средств, пополнению расходных материалов; - обеспечение сохранности и работоспособности технических средств, планирование своевременного обновления оборудования; - обеспечение надежного хранения информации, ее своевременного резервного копирования и восстановления. 2. Сопровождение и модернизация автоматизированной информационно управляющей системы гимназии. 3. Выявление потребностей администрации гимназии в программных средствах. 4. Техническое сопровождение оборудования: - профилактическое обслуживание компьютеров и проверка технического состояния оборудования (тестирование); - устранение мелких неисправностей технических средств на месте; - организация своевременного и качественного ремонта техники через заключение договоров с организациями; - выявление потребностей гимназии в программно-технических средствах и расходных материалах; - осуществление инсталляции (деинсталляции) сетевого (операционного и прикладного) программного обеспечения; - обслуживание пользователей локальной сети (создание доменных имен и почтовых ящиков); - внедрение и обслуживание современных технических и программных средств; - поддержка работы локальной сети и интернет-сервера; - поддержка работоспособности серверов, их администрирование; - антивирусная защита компьютеров, сети, сервера.
Образование: Среднее профессиональное образование",19626,19627,"КТ, ПИР, ремонт, СП",Салехард,0 лет,https://trudvsem.ru/vacancy/card/1028900508405/38b95a60-dc93-11f0-8267-f1182d825d16
